date,year,window,int/ext,within_league,season,player_name,position,from_country,from_league,from_team,to_country,to_league,team,age_transfer,market value,fee amount,duration_cleaned,dur_rounded,fee amount_mean,date_deadline,days_to_deadline,dtd_rounded
2015-07-01,2015,1,E,False,15/16,Orlando Sá,Centre-Forward,Poland,Ekstraklasa,Legia Warszawa ,England,Championship,Reading FC,27,1.5,1.5,23.0,24,2.42925,2015-09-01,62,60
2015-08-12,2015,1,E,False,15/16,Paolo Hurtado,Attacking Midfield,Portugal,Primeira Liga,Paços Ferreira ,England,Championship,Reading FC,25,2.0,0.85,10.0,12,2.42925,2015-09-01,20,20
2015-08-03,2015,1,I,True,15/16,Alireza Jahanbakhsh,Right Winger,Netherlands,Eredivisie,NEC Nijmegen ,Netherlands,Eredivisie,AZ Alkmaar,21,2.0,1.8,10.0,12,1.561764705882353,2015-08-31,28,30
2015-08-27,2015,1,I,True,15/16,Ben Rienstra,Central Midfield,Netherlands,Eredivisie,PEC Zwolle ,Netherlands,Eredivisie,AZ Alkmaar,25,2.0,1.5,10.0,12,1.561764705882353,2015-08-31,4,0
2015-07-01,2015,1,I,False,15/16,Vincent Janssen,Centre-Forward,Netherlands,Jupiler League,Almere City ,Netherlands,Eredivisie,AZ Alkmaar,21,0.4,0.5,11.0,12,1.561764705882353,2015-08-31,61,60
2015-08-04,2015,1,E,False,15/16,Rajko Brezancic,Left-Back,Serbia,SuperLiga,Cukaricki ,Netherlands,Eredivisie,AZ Alkmaar,25,0.7,0.4,22.0,24,1.561764705882353,2015-08-31,27,30
2015-09-01,2015,1,E,False,15/16,Virgil van Dijk,Centre-Back,Scotland,Scottish Premiership,Celtic ,England,Premier League,Southampton FC,24,5.0,15.7,21.0,24,13.767999999999999,2015-09-01,0,0
2015-07-15,2015,1,E,False,15/16,Jordy Clasie,Defensive Midfield,Netherlands,Eredivisie,Feyenoord ,England,Premier League,Southampton FC,24,10.0,15.0,35.0,36,13.767999999999999,2015-09-01,48,50
2015-07-01,2015,1,E,False,15/16,Cédric Soares,Right-Back,Portugal,Primeira Liga,Sporting CP ,England,Premier League,Southampton FC,23,9.5,7.0,11.0,12,13.767999999999999,2015-09-01,62,60
2015-07-01,2015,1,E,False,15/16,Juanmi,Right Winger,Spain,Primera División,Málaga CF ,England,Premier League,Southampton FC,22,7.0,7.0,35.0,36,13.767999999999999,2015-09-01,62,60
2015-08-12,2015,1,I,True,15/16,Oriol Romeu,Defensive Midfield,England,Premier League,Chelsea ,England,Premier League,Southampton FC,23,2.5,7.0,22.0,24,13.767999999999999,2015-09-01,20,20
2015-08-29,2015,1,I,False,15/16,Fernando Forestieri,Second Striker,England,Premier League,Watford ,England,Championship,Sheffield Wednesday,25,2.0,4.12,34.0,36,2.638214285714285,2015-09-01,3,0
2015-07-31,2015,1,E,False,15/16,Lucas João,Centre-Forward,Portugal,Primeira Liga,Nacional ,England,Championship,Sheffield Wednesday,21,1.8,2.78,34.0,36,2.638214285714285,2015-09-01,32,30
2015-08-05,2015,1,I,True,15/16,Rhoys Wiggins,Left-Back,England,Championship,Charlton ,England,Championship,Sheffield Wednesday,27,0.7,1.0,34.0,36,2.638214285714285,2015-09-01,27,30
2015-07-16,2015,1,I,False,15/16,Lewis McGugan,Central Midfield,England,Premier League,Watford ,England,Championship,Sheffield Wednesday,26,1.5,0.43,11.0,12,2.638214285714285,2015-09-01,47,50
2015-07-01,2015,1,E,False,15/16,Guillermo Cotugno,Right-Back,Uruguay,Primera Division Clausura,Danubio FC ,Russia,Premier Liga,Rubin Kazan,20,1.5,1.0,0.0,0,2.267333333333333,2015-07-29,28,30
2015-07-01,2015,1,I,True,15/16,Maksim Batov,Central Midfield,Russia,Premier Liga,Amkar Perm ,Russia,Premier Liga,Rubin Kazan,23,0.25,0.33,18.0,18,2.267333333333333,2015-08-31,61,60
2015-07-02,2015,1,I,False,15/16,Albert Sharipov,Central Midfield,Russia,1.Division,Tom Tomsk ,Russia,Premier Liga,Rubin Kazan,22,0.5,0.2,11.0,12,2.267333333333333,2015-08-31,60,60
2015-07-27,2015,1,E,False,15/16,Jordan Ayew,Centre-Forward,France,Ligue 1,FC Lorient ,England,Premier League,Aston Villa,23,6.0,12.0,35.0,36,8.914130434782608,2015-09-01,36,40
2015-07-18,2015,1,E,False,15/16,Jordan Amavi,Left-Back,France,Ligue 1,OGC Nice ,England,Premier League,Aston Villa,21,4.0,11.0,23.0,24,8.914130434782608,2015-09-01,45,40
2015-07-31,2015,1,E,False,15/16,Jordan Veretout,Central Midfield,France,Ligue 1,FC Nantes ,England,Premier League,Aston Villa,22,8.0,10.0,22.0,24,8.914130434782608,2015-09-01,32,30
2015-08-14,2015,1,E,False,15/16,Adama Traoré,Right Winger,Spain,Segunda División B - Grupo III,FC Barcelona B ,England,Premier League,Aston Villa,19,5.0,10.0,34.0,36,8.914130434782608,2015-09-01,18,20
2015-07-10,2015,1,E,False,15/16,Idrissa Gueye,Defensive Midfield,France,Ligue 1,LOSC Lille ,England,Premier League,Aston Villa,25,7.5,9.0,35.0,36,8.914130434782608,2015-09-01,53,50
2015-07-31,2015,1,I,False,15/16,Rudy Gestede,Centre-Forward,England,Championship,Blackburn ,England,Premier League,Aston Villa,26,3.5,8.5,22.0,24,8.914130434782608,2015-09-01,32,30
2015-07-01,2015,1,I,True,15/16,Scott Sinclair,Left Winger,England,Premier League,Man City ,England,Premier League,Aston Villa,26,3.5,3.5,11.0,12,8.914130434782608,2015-09-01,62,60
2015-09-01,2015,1,I,True,15/16,Joleon Lescott,Centre-Back,England,Premier League,West Brom ,England,Premier League,Aston Villa,33,4.0,1.4,9.0,12,8.914130434782608,2015-09-01,0,0
2015-07-28,2015,1,E,False,15/16,José Crespo,Centre-Back,Spain,Segunda División,Córdoba CF ,England,Premier League,Aston Villa,28,0.8,0.8,23.0,24,8.914130434782608,2015-09-01,35,40
2015-07-18,2015,1,I,False,15/16,Baptiste Guillaume,Centre-Forward,France,Ligue 2,Lens ,France,Ligue 1,LOSC Lille,20,1.25,4.0,47.0,48,6.19,2015-08-31,44,40
2015-07-01,2015,1,I,True,15/16,Eric Bauthéac,Attacking Midfield,France,Ligue 1,OGC Nice ,France,Ligue 1,LOSC Lille,27,4.0,2.4,11.0,12,6.19,2015-08-31,61,60
2015-07-16,2015,1,I,False,15/16,Ibrahim Amadou,Defensive Midfield,France,Ligue 2,AS Nancy ,France,Ligue 1,LOSC Lille,22,0.6,2.0,11.0,12,6.19,2015-08-31,46,50
2015-08-31,2015,1,I,True,15/16,Lenny Nangis,Left Winger,France,Ligue 1,SM Caen ,France,Ligue 1,LOSC Lille,21,2.5,1.0,9.0,12,6.19,2015-08-31,0,0
2015-08-31,2015,1,I,True,15/16,Yassine Benzia,Attacking Midfield,France,Ligue 1,Olympique Lyon ,France,Ligue 1,LOSC Lille,20,2.0,1.0,9.0,12,6.19,2015-08-31,0,0
2015-07-15,2015,1,E,False,15/16,Junior Tallo,Centre-Forward,Italy,Serie A,AS Roma ,France,Ligue 1,LOSC Lille,22,2.0,1.0,0.0,0,6.19,2015-08-31,47,50
2015-08-18,2015,1,I,True,15/16,Mike Maignan,Goalkeeper,France,Ligue 1,Paris SG ,France,Ligue 1,LOSC Lille,20,0.25,1.0,10.0,12,6.19,2015-08-31,13,10
2015-07-02,2015,1,I,False,15/16,Serhou Guirassy,Centre-Forward,France,Ligue 2,Stade Lavallois ,France,Ligue 1,LOSC Lille,19,0.4,0.5,23.0,24,6.19,2015-08-31,60,60
2015-08-31,2015,1,I,False,15/16,Mickaël Le Bihan,Centre-Forward,France,Ligue 2,AC Le Havre ,France,Ligue 1,OGC Nice,25,1.5,1.5,9.0,12,5.029333333333333,2015-08-31,0,0
2015-07-01,2015,1,E,False,15/16,Jean Michaël Seri,Central Midfield,Portugal,Primeira Liga,Paços Ferreira ,France,Ligue 1,OGC Nice,23,2.0,1.0,11.0,12,5.029333333333333,2015-08-31,61,60
2015-07-01,2015,1,I,False,15/16,Maxime Le Marchand,Centre-Back,France,Ligue 2,AC Le Havre ,France,Ligue 1,OGC Nice,25,0.8,0.6,11.0,12,5.029333333333333,2015-08-31,61,60
2015-07-28,2015,1,E,False,15/16,Naby Sarr,Centre-Back,Portugal,Primeira Liga,Sporting CP ,England,Championship,Charlton Athletic,21,2.5,2.0,59.0,60,0.8291666666666666,2015-09-01,35,40
2015-07-01,2015,1,E,False,15/16,Patrick Bauer,Centre-Back,Portugal,Primeira Liga,Marítimo ,England,Championship,Charlton Athletic,22,1.6,1.5,11.0,12,0.8291666666666666,2015-09-01,62,60
2015-07-01,2015,1,I,False,15/16,El-Hadji Ba,Defensive Midfield,England,Premier League,Sunderland ,England,Championship,Charlton Athletic,22,0.4,0.5,0.0,0,0.8291666666666666,2015-09-01,62,60
2015-07-23,2015,1,E,False,15/16,Zakarya Bergdich,Left-Back,Spain,Segunda División,Real Valladolid ,England,Championship,Charlton Athletic,26,1.7,0.25,11.0,12,0.8291666666666666,2015-09-01,40,40
2015-07-01,2015,1,I,False,15/16,Elias Kachunga,Centre-Forward,Germany,2.Bundesliga,SC Paderborn ,Germany,1.Bundesliga,FC Ingolstadt 04,23,2.3,1.5,11.0,12,1.6437499999999998,2015-08-31,61,60
2015-07-01,2015,1,E,False,15/16,Markus Suttner,Left-Back,Austria,Bundesliga,Austria Vienna ,Germany,1.Bundesliga,FC Ingolstadt 04,28,1.0,0.7,11.0,12,1.6437499999999998,2015-08-31,61,60
2015-08-31,2015,1,I,True,15/16,Maurice Multhaup,Right Midfield,Germany,1.Bundesliga,FC Schalke 04 ,Germany,1.Bundesliga,FC Ingolstadt 04,18,0.2,0.5,9.0,12,1.6437499999999998,2015-08-31,0,0
2015-07-01,2015,1,I,True,15/16,Nemanja Gudelj,Defensive Midfield,Netherlands,Eredivisie,AZ Alkmaar ,Netherlands,Eredivisie,Ajax Amsterdam,23,6.0,6.0,23.0,24,7.955172413793102,2015-08-31,61,60
2015-07-01,2015,1,E,False,15/16,Arkadiusz Milik,Centre-Forward,Germany,1.Bundesliga,Bay. Leverkusen ,Netherlands,Eredivisie,Ajax Amsterdam,21,6.5,2.8,35.0,36,7.955172413793102,2015-08-31,61,60
2015-07-16,2015,1,E,False,15/16,Amin Younes,Left Winger,Germany,1.Bundesliga,Bor. M'gladbach ,Netherlands,Eredivisie,Ajax Amsterdam,21,1.0,2.5,11.0,12,7.955172413793102,2015-08-31,46,50
2015-08-11,2015,1,E,False,15/16,Xherdan Shaqiri,Right Winger,Italy,Serie A,Inter ,England,Premier League,Stoke City,23,17.0,17.0,46.0,48,7.4769999999999985,2015-09-01,21,20
2015-07-01,2015,1,E,False,15/16,Joselu,Centre-Forward,Germany,1.Bundesliga,Hannover 96 ,England,Premier League,Stoke City,25,6.0,8.0,35.0,36,7.4769999999999985,2015-09-01,62,60
2015-07-01,2015,1,E,False,15/16,Philipp Wollscheid,Centre-Back,Germany,1.Bundesliga,Bay. Leverkusen ,England,Premier League,Stoke City,26,5.0,3.8,23.0,24,7.4769999999999985,2015-09-01,62,60
2015-07-01,2015,1,E,False,15/16,Jakob Haugaard,Goalkeeper,Denmark,Superligaen,FC Midtjylland ,England,Premier League,Stoke City,23,0.75,0.6,6.0,6,7.4769999999999985,2015-09-01,62,60
2015-07-01,2015,1,I,False,15/16,Lucas Castro,Central Midfield,Italy,Prima Divisione - Girone C,Catania ,Italy,Serie A,Chievo Verona,26,2.8,3.5,0.0,0,1.4575,2015-08-31,61,60
2015-07-01,2015,1,E,False,15/16,Ervin Zukanovic,Centre-Back,Belgium,Jupiler Pro League,KAA Gent ,Italy,Serie A,Chievo Verona,28,3.5,1.0,23.0,24,1.4575,2015-08-31,61,60
2015-07-01,2015,1,I,False,15/16,Marco Calderoni,Left-Back,Italy,Serie B,Bari ,Italy,Serie A,Chievo Verona,26,0.4,0.1,0.0,0,1.4575,2015-08-31,61,60
2015-07-01,2015,1,E,False,15/16,Giovanni Sio,Centre-Forward,Switzerland,Raiffeisen Super League,FC Basel ,France,Ligue 1,Stade Rennais FC,26,2.0,2.0,23.0,24,6.943214285714285,2015-08-31,61,60
2015-07-01,2015,1,E,False,15/16,Yacouba Sylla,Defensive Midfield,England,Premier League,Aston Villa ,France,Ligue 1,Stade Rennais FC,24,1.0,1.5,11.0,12,6.943214285714285,2015-08-31,61,60
2015-08-12,2015,1,I,True,15/16,Mehdi Zeffane,Right-Back,France,Ligue 1,Olympique Lyon ,France,Ligue 1,Stade Rennais FC,23,1.25,1.0,22.0,24,6.943214285714285,2015-08-31,19,20
2015-07-16,2015,1,I,False,15/16,Stewart Downing,Left Midfield,England,Premier League,West Ham ,England,Championship,Middlesbrough FC,30,6.0,7.9,23.0,24,5.690344827586206,2015-09-01,47,50
2015-08-14,2015,1,I,False,15/16,David Nugent,Centre-Forward,England,Premier League,Leicester ,England,Championship,Middlesbrough FC,30,2.0,5.6,10.0,12,5.690344827586206,2015-09-01,18,20
2015-08-07,2015,1,E,False,15/16,Cristhian Stuani,Centre-Forward,Spain,Primera División,Espanyol ,England,Championship,Middlesbrough FC,28,4.0,3.0,34.0,36,5.690344827586206,2015-09-01,25,20
2015-09-01,2015,1,E,False,15/16,Carlos de Pena,Left Winger,Uruguay,Primera Division Clausura,Nacional ,England,Championship,Middlesbrough FC,23,2.8,2.4,9.0,12,5.690344827586206,2015-09-01,0,0
2015-08-31,2015,1,I,True,15/16,Julian Draxler,Attacking Midfield,Germany,1.Bundesliga,FC Schalke 04 ,Germany,1.Bundesliga,VfL Wolfsburg,21,22.0,43.0,33.0,36,7.63,2015-08-31,0,0
2015-07-01,2015,1,I,True,15/16,Max Kruse,Second Striker,Germany,1.Bundesliga,Bor. M'gladbach ,Germany,1.Bundesliga,VfL Wolfsburg,27,12.0,12.0,23.0,24,7.63,2015-08-31,61,60
2015-08-30,2015,1,I,True,15/16,Dante,Centre-Back,Germany,1.Bundesliga,Bayern Munich  ,Germany,1.Bundesliga,VfL Wolfsburg,31,6.0,4.5,22.0,24,7.63,2015-08-31,1,0
2015-07-21,2015,1,E,False,15/16,Francisco Rodríguez,Left Midfield,Switzerland,Raiffeisen Super League,FC Zürich ,Germany,1.Bundesliga,VfL Wolfsburg,19,0.9,1.6,23.0,24,7.63,2015-08-31,41,40
2015-07-23,2015,1,E,False,15/16,Carlos Ascues,Central Midfield,Peru,Torneo Descentralizado Clausura Entscheidungsspiel,FBC Melgar ,Germany,1.Bundesliga,VfL Wolfsburg,23,0.5,1.5,0.0,0,7.63,2015-08-31,39,40
2015-08-30,2015,1,E,False,15/16,Ismail Azzaoui,Right Winger,England,U21 Premier League,Tottenham U23 ,Germany,1.Bundesliga,VfL Wolfsburg,17,0.75,1.0,0.0,0,7.63,2015-08-31,1,0
2015-08-12,2015,1,I,False,15/16,Betinho,Centre-Forward,Portugal,Segunda Liga,Sporting B ,Portugal,Primeira Liga,Belenenses SAD,22,1.0,0.25,34.0,36,0.25,2015-08-26,14,10
2015-08-13,2015,1,E,False,15/16,Raúl Jiménez,Centre-Forward,Spain,Primera División,Atlético Madrid ,Portugal,Primeira Liga,SL Benfica,24,5.0,22.0,46.0,48,6.82325,2015-08-31,18,20
2015-07-01,2015,1,E,False,15/16,Mehdi Carcela-González,Right Winger,Belgium,Jupiler Pro League,Standard Liège ,Portugal,Primeira Liga,SL Benfica,26,3.5,2.5,11.0,12,6.82325,2015-08-31,61,60
2015-07-01,2015,1,unknown,False,15/16,Jhon Murillo,Left Winger,Unknown,Unknown,Zamora ,Portugal,Primeira Liga,SL Benfica,19,0.5,0.75,0.0,0,6.82325,2015-07-01,0,0
2015-07-01,2015,1,I,True,15/16,Ederson,Goalkeeper,Portugal,Primeira Liga,Rio Ave FC ,Portugal,Primeira Liga,SL Benfica,21,1.2,0.5,47.0,48,6.82325,2015-08-26,56,60
2015-07-01,2015,1,I,True,15/16,Diego Lopes,Attacking Midfield,Portugal,Primeira Liga,Rio Ave FC ,Portugal,Primeira Liga,SL Benfica,21,4.0,0.1,35.0,36,6.82325,2015-08-26,56,60
2015-07-01,2015,1,I,True,15/16,Anthony Modeste,Centre-Forward,Germany,1.Bundesliga,TSG Hoffenheim ,Germany,1.Bundesliga,1. FC Köln,27,4.5,4.5,0.0,0,4.428636363636363,2015-08-31,61,60
2015-07-05,2015,1,I,True,15/16,Milos Jojic,Central Midfield,Germany,1.Bundesliga,Bor. Dortmund ,Germany,1.Bundesliga,1. FC Köln,23,2.5,3.0,35.0,36,4.428636363636363,2015-08-31,57,60
2015-07-14,2015,1,I,True,15/16,Leonardo Bittencourt,Attacking Midfield,Germany,1.Bundesliga,Hannover 96 ,Germany,1.Bundesliga,1. FC Köln,21,4.0,2.5,23.0,24,4.428636363636363,2015-08-31,48,50
2015-07-11,2015,1,E,False,15/16,Frederik Sörensen,Centre-Back,Italy,Serie A,Juventus ,Germany,1.Bundesliga,1. FC Köln,23,2.0,1.78,0.0,0,4.428636363636363,2015-08-31,51,50
2015-07-01,2015,1,I,False,15/16,Dominique Heintz,Centre-Back,Germany,2.Bundesliga,1.FC K'lautern ,Germany,1.Bundesliga,1. FC Köln,21,2.0,1.5,0.0,0,4.428636363636363,2015-08-31,61,60
2015-07-09,2015,1,E,False,15/16,Steven Nzonzi,Defensive Midfield,England,Premier League,Stoke City ,Spain,Primera División,Sevilla FC,26,7.5,8.0,0.0,0,9.815384615384616,2015-08-31,53,50
2015-07-01,2015,1,E,False,15/16,Iago Aspas,Centre-Forward,England,Premier League,Liverpool ,Spain,Primera División,Sevilla FC,27,4.0,6.0,35.0,36,9.815384615384616,2015-08-31,61,60
2015-07-01,2015,1,E,False,15/16,Gaël Kakuta,Attacking Midfield,England,Premier League,Chelsea ,Spain,Primera División,Sevilla FC,24,3.5,6.0,0.0,0,9.815384615384616,2015-08-31,61,60
2015-07-20,2015,1,E,False,15/16,Mariano,Right-Back,France,Ligue 1,G. Bordeaux ,Spain,Primera División,Sevilla FC,29,4.5,3.5,11.0,12,9.815384615384616,2015-08-31,42,40
2015-07-03,2015,1,I,True,15/16,Sergio Escudero,Left-Back,Spain,Primera División,Getafe ,Spain,Primera División,Sevilla FC,25,3.0,3.0,35.0,36,9.815384615384616,2015-08-31,59,60
2015-07-01,2015,1,E,False,15/16,Adil Rami,Centre-Back,Italy,Serie A,AC Milan ,Spain,Primera División,Sevilla FC,29,4.0,2.5,23.0,24,9.815384615384616,2015-08-31,61,60
2015-08-12,2015,1,E,False,15/16,Uwe Hünemeier,Centre-Back,Germany,2.Bundesliga,SC Paderborn ,England,Championship,Brighton & Hove Albion,29,1.5,2.7,10.0,12,6.0618000000000025,2015-09-01,20,20
2015-08-14,2015,1,I,False,15/16,Jamie Murphy,Left Winger,England,League One,Sheff Utd ,England,Championship,Brighton & Hove Albion,25,0.75,2.1,10.0,12,6.0618000000000025,2015-09-01,18,20
2015-07-01,2015,1,E,False,15/16,Tomer Hemed,Centre-Forward,Spain,Segunda División,UD Almería ,England,Championship,Brighton & Hove Albion,28,2.5,1.4,11.0,12,6.0618000000000025,2015-09-01,62,60
2015-08-29,2015,1,E,False,15/16,Elvis Manu,Left Winger,Netherlands,Eredivisie,Feyenoord ,England,Championship,Brighton & Hove Albion,22,2.0,1.2,22.0,24,6.0618000000000025,2015-09-01,3,0
2015-08-19,2015,1,I,False,15/16,Connor Goldson,Centre-Back,England,League One,Shrewsbury ,England,Championship,Brighton & Hove Albion,22,0.05,0.85,0.0,0,6.0618000000000025,2015-09-01,13,10
2015-07-01,2015,1,unknown,False,15/16,Joe Ward,Right Midfield,Unknown,Unknown,Chelmsford City ,England,Championship,Brighton & Hove Albion,19,2e-05,0.02,0.0,0,6.0618000000000025,2015-07-01,0,0
2015-07-03,2015,1,I,False,15/16,Nicolas Benezet,Left Winger,France,Ligue 2,Thonon Évian ,France,Ligue 1,EA Guingamp,24,1.5,1.2,23.0,24,0.975,2015-08-31,59,60
2015-07-01,2015,1,E,False,15/16,Nill De Pauw,Right Winger,Belgium,Jupiler Pro League,KSC Lokeren ,France,Ligue 1,EA Guingamp,25,2.5,0.75,0.0,0,0.975,2015-08-31,61,60
2015-07-06,2015,1,I,True,15/16,Arda Turan,Left Winger,Spain,Primera División,Atlético Madrid ,Spain,Primera División,FC Barcelona,28,35.0,34.0,23.0,24,34.0984375,2015-08-31,56,60
2015-07-01,2015,1,I,True,15/16,Aleix Vidal,Right-Back,Spain,Primera División,Sevilla FC ,Spain,Primera División,FC Barcelona,25,10.0,17.0,47.0,48,34.0984375,2015-08-31,61,60
2015-07-01,2015,1,I,False,15/16,Tyrone Mings,Centre-Back,England,Championship,Ipswich ,England,Premier League,AFC Bournemouth,22,6.0,11.3,23.0,24,11.225,2015-09-01,62,60
2015-08-04,2015,1,E,False,15/16,Max Gradel,Left Winger,France,Ligue 1,Saint-Étienne ,England,Premier League,AFC Bournemouth,27,6.5,10.0,22.0,24,11.225,2015-09-01,28,30
2015-09-01,2015,1,I,True,15/16,Glenn Murray,Centre-Forward,England,Premier League,Crystal Palace ,England,Premier League,AFC Bournemouth,31,2.5,5.4,9.0,12,11.225,2015-09-01,0,0
2015-08-04,2015,1,I,False,15/16,Lee Tomlin,Second Striker,England,Championship,Middlesbrough ,England,Premier League,AFC Bournemouth,26,1.75,4.3,22.0,24,11.225,2015-09-01,28,30
2015-07-01,2015,1,I,False,15/16,Mario Vrancic,Central Midfield,Germany,2.Bundesliga,SC Paderborn ,Germany,1.Bundesliga,SV Darmstadt 98,26,1.75,0.5,11.0,12,0.7833333333333332,2015-08-31,61,60
2015-07-05,2015,1,I,True,15/16,Fabian Holland,Left-Back,Germany,1.Bundesliga,Hertha BSC ,Germany,1.Bundesliga,SV Darmstadt 98,24,0.9,0.5,11.0,12,0.7833333333333332,2015-08-31,57,60
2015-08-07,2015,1,E,False,15/16,Somália,Central Midfield,Hungary,Nemzeti Bajnokság,Ferencváros ,France,Ligue 1,FC Toulouse,26,0.8,2.4,0.0,0,3.0088235294117647,2015-08-31,24,20
2015-07-14,2015,1,E,False,15/16,Mauro Goicoechea,Goalkeeper,Portugal,Primeira Liga,Arouca ,France,Ligue 1,FC Toulouse,27,1.7,0.5,11.0,12,3.0088235294117647,2015-08-31,48,50
2015-07-10,2015,1,E,False,15/16,Ivan Cavaleiro,Right Winger,Portugal,Primeira Liga,Benfica ,France,Ligue 1,AS Monaco,21,3.5,15.0,35.0,36,11.797454545454546,2015-08-31,52,50
2015-07-10,2015,1,I,True,15/16,Adama Traoré,Central Midfield,France,Ligue 1,LOSC Lille ,France,Ligue 1,AS Monaco,20,1.25,14.0,47.0,48,11.797454545454546,2015-08-31,52,50
2015-08-28,2015,1,E,False,15/16,Rony Lopes,Right Winger,England,Premier League,Man City ,France,Ligue 1,AS Monaco,19,4.5,12.0,10.0,12,11.797454545454546,2015-08-31,3,0
2015-08-11,2015,1,E,False,15/16,Gabriel Boschilia,Attacking Midfield,Brazil,Campeonato Brasileiro Série A,São Paulo ,France,Ligue 1,AS Monaco,19,3.0,9.06,48.0,48,11.797454545454546,2015-08-31,20,20
2015-07-01,2015,1,E,False,15/16,Guido Carrillo,Centre-Forward,Argentina,Primera División,Estudiantes ,France,Ligue 1,AS Monaco,24,3.2,9.0,0.0,0,11.797454545454546,2015-08-31,61,60
2015-07-01,2015,1,E,False,15/16,Fabinho,Defensive Midfield,Portugal,Primeira Liga,Rio Ave FC ,France,Ligue 1,AS Monaco,21,8.0,6.0,35.0,36,11.797454545454546,2015-08-31,61,60
2015-07-30,2015,1,I,True,15/16,Allan Saint-Maximin,Left Winger,France,Ligue 1,Saint-Étienne ,France,Ligue 1,AS Monaco,18,1.0,5.0,47.0,48,11.797454545454546,2015-08-31,32,30
